temperature_c,humidity_pct,pressure_hpa,wind_speed_kmh,wind_direction_deg,cloud_cover_pct,dew_point_c,visibility_km,uv_index,temp_change_3h,pressure_change_3h,month,will_rain
6.33,58.82,962.37,2.1,29.45,77.66,-1.9,13.37,2.17,-2.02,-0.11,1,0
35.08,63.36,1006.26,0.96,45.87,25.93,27.75,18.43,4.93,-0.36,2.32,12,0
18.15,93.52,1024.46,1.38,321.33,82.72,16.86,19.91,5.46,0.47,0.48,9,1
32.91,91.99,1007.14,8.48,276.89,41.8,31.3,4.36,8.34,-1.47,-0.54,10,1
5.3,55.85,1006.01,5.8,358.62,17.57,-3.53,16.31,7.35,-5.35,4.59,7,0
33.93,41.95,997.38,18.39,91.44,35.01,22.32,3.67,5.66,4.28,-1.72,12,0
12.89,51.45,1028.05,30.63,175.61,24.61,3.18,9.41,7.48,2.52,-0.39,10,0
32.31,51.02,1021.23,23.04,85.13,22.87,22.51,2.45,0.26,-0.39,1.83,7,1
25.14,42.95,1025.38,11.35,224.21,28.26,13.73,12.66,8.54,-2.68,-1.64,11,0
15.46,41.49,987.11,1.62,41.55,18.09,3.76,9.64,2.33,0.26,1.53,7,0
20.93,88.89,1010.59,18.56,45.81,66.77,18.71,12.76,7.22,1.08,-0.96,7,1
31.86,25.59,1008.8,6.76,25.88,58.0,16.98,13.72,1.25,2.31,2.01,8,0
26.06,74.21,1008.79,1.34,249.69,64.84,20.9,12.58,1.26,2.59,1.95,11,0
30.84,33.83,1003.76,27.72,177.87,34.37,17.61,6.23,0.39,3.15,-0.18,8,0
44.76,47.56,1007.81,6.19,222.38,76.97,34.28,16.82,10.01,-5.22,-2.0,3,0
9.36,24.92,1025.74,3.69,316.55,12.96,-5.66,11.26,6.65,-0.91,-0.78,8,0
41.17,41.6,984.31,30.77,266.52,57.11,29.49,10.05,3.98,2.98,-0.03,4,0
26.04,81.47,1039.66,34.86,166.22,27.55,22.34,19.75,8.67,-2.77,1.78,7,1
16.01,90.8,1020.26,6.21,354.37,52.76,14.17,6.03,6.89,3.66,0.64,5,1
11.7,37.72,1012.37,6.57,164.25,32.36,-0.76,10.8,6.82,5.43,1.08,12,0
23.11,57.08,1026.6,13.0,40.48,79.05,14.53,13.81,5.36,3.57,0.7,4,0
34.22,57.63,991.22,19.83,357.36,89.13,25.74,2.94,0.09,1.98,1.69,4,1
23.72,89.89,1003.03,0.98,8.22,74.26,21.7,7.41,2.84,-1.34,-0.4,6,1
40.11,81.02,1011.18,13.5,197.96,17.56,36.32,16.13,1.2,0.84,0.33,2,0
10.49,61.05,1033.48,45.81,111.27,27.49,2.7,5.12,7.29,-4.04,0.06,5,0
24.88,73.66,1012.3,4.56,181.28,91.94,19.61,10.12,2.73,-2.34,-0.88,8,0
12.48,87.79,1019.75,35.92,201.14,43.72,10.03,12.8,4.95,-2.13,2.02,2,1
28.64,20.76,1004.16,44.99,86.43,94.12,12.79,13.59,3.89,0.19,1.98,5,0
33.87,52.23,1020.3,4.7,200.47,39.25,24.32,14.7,1.58,-1.18,2.41,7,0
20.79,92.58,1038.16,21.05,272.18,95.18,19.31,17.39,10.54,0.78,-1.53,5,1
-1.04,79.23,1027.93,4.09,95.94,92.57,-5.2,8.16,10.27,2.63,0.7,10,1
26.99,63.43,1011.78,20.07,138.03,66.05,19.67,14.28,0.93,-2.13,2.18,9,1
29.37,62.37,1023.13,23.95,96.57,0.88,21.84,14.78,9.1,0.45,3.01,9,0
29.04,47.82,1021.66,4.26,295.4,40.03,18.61,6.36,5.37,-1.25,-3.02,8,0
37.36,61.64,1020.6,18.87,260.99,91.12,29.69,19.38,8.51,0.57,-0.01,9,0
14.29,72.43,1029.68,25.08,313.63,88.51,8.78,17.37,1.66,2.06,-0.38,2,1
31.8,53.47,1029.57,6.66,61.22,18.74,22.5,6.15,1.46,2.76,3.18,3,0
36.93,77.13,1011.09,2.75,26.49,39.92,32.35,13.66,9.8,2.01,-4.42,4,1
7.21,88.9,1022.63,1.45,42.98,83.55,4.99,14.5,9.88,1.24,-2.09,5,1
28.2,32.37,1007.25,12.85,57.97,57.79,14.67,8.91,5.13,-4.26,2.87,10,0
19.96,56.12,999.15,57.32,191.91,84.73,11.18,17.34,9.57,-3.24,-0.94,12,1
24.18,52.64,1008.96,25.97,349.53,82.66,14.71,13.96,7.34,-2.47,-2.6,2,1
28.48,75.0,1011.86,8.59,128.6,90.75,23.48,13.33,2.04,1.08,3.02,11,1
20.13,39.99,988.08,11.54,345.06,11.72,8.13,4.81,3.62,-3.87,-2.86,10,0
18.24,71.22,1025.9,4.92,13.75,14.52,12.49,8.45,1.5,1.01,2.04,4,0
25.34,90.2,971.49,2.67,333.67,8.28,23.38,8.96,8.51,0.79,-3.12,4,1
14.13,53.45,1053.72,9.87,65.21,93.53,4.82,14.81,10.84,-5.81,-2.89,5,0
14.14,92.88,1035.53,9.34,328.49,47.52,12.72,12.56,6.01,-3.26,0.4,6,1
31.79,99.45,1009.08,11.07,20.24,6.43,31.68,2.17,7.21,3.13,-1.7,1,1
13.51,28.49,1013.14,45.8,341.36,32.15,-0.79,6.5,8.21,2.09,0.54,6,0
31.66,38.64,1017.54,13.89,72.29,35.14,19.39,9.72,2.47,-2.55,3.6,9,0
29.63,96.03,1004.16,13.96,108.98,80.96,28.83,14.87,3.7,-3.1,-0.31,3,1
7.74,96.67,1015.89,2.05,176.74,73.55,7.08,15.0,4.54,-7.35,3.26,2,0
18.22,27.82,1010.84,84.78,137.06,68.94,3.79,10.07,6.54,4.41,0.65,12,1
36.94,21.2,1011.59,22.23,240.31,2.19,21.18,2.78,9.36,0.12,1.91,8,0
15.19,32.89,1015.72,31.46,350.93,91.07,1.77,6.21,2.8,5.65,-4.71,2,0
20.36,99.68,993.3,8.02,218.31,21.56,20.29,5.47,5.18,-0.58,1.27,8,1
29.62,34.4,1013.59,10.46,259.73,62.91,16.5,15.73,8.27,0.85,0.97,10,0
32.83,60.2,1015.45,11.07,31.68,6.18,24.87,4.01,0.96,2.67,-0.72,4,0
22.48,87.87,1014.93,3.24,226.01,8.15,20.06,9.57,5.64,4.92,3.79,9,1
19.02,21.63,1009.76,17.54,163.39,0.96,3.35,13.58,1.59,1.5,-0.99,4,0
39.22,68.36,1030.07,34.99,318.88,56.59,32.9,19.31,5.93,0.01,-3.22,1,1
42.39,42.16,1007.7,2.68,139.76,62.94,30.82,19.99,8.45,0.08,1.56,8,0
34.79,88.99,1016.41,1.35,244.6,5.05,32.59,19.08,2.61,-3.14,-2.85,1,0
25.85,42.68,1032.46,20.1,82.14,29.05,14.39,14.51,9.34,-1.15,0.15,5,0
16.92,74.94,1011.81,4.79,93.37,85.15,11.91,15.06,3.68,0.15,2.68,7,1
16.7,73.94,1016.22,14.67,135.4,10.13,11.48,15.3,2.1,4.15,1.0,3,0
30.23,37.72,1011.55,17.85,109.46,21.65,17.77,17.32,5.12,-1.29,-0.49,6,0
29.18,22.78,1031.56,5.83,91.4,42.44,13.74,19.06,9.64,3.19,-0.7,11,0
39.02,52.74,1009.13,25.32,17.88,84.23,29.56,9.19,0.76,-0.25,2.53,1,1
31.5,43.14,1032.25,11.98,301.23,25.48,20.13,8.62,3.6,3.73,-2.44,6,0
9.97,84.72,1011.45,30.49,23.15,99.71,6.91,9.48,7.18,2.03,1.55,5,1
35.52,84.03,1000.11,21.61,319.45,35.53,32.33,13.37,3.93,1.83,4.39,2,1
15.02,56.56,1023.19,30.44,45.17,38.64,6.33,15.62,0.78,2.94,1.09,4,0
21.16,68.52,1008.43,0.31,23.49,12.21,14.86,17.48,3.65,2.5,-0.48,12,0
27.5,68.34,1022.31,4.19,202.68,68.02,21.17,9.4,9.03,3.19,-0.32,12,0
44.96,86.17,972.06,1.41,180.88,24.35,42.19,7.59,10.65,6.4,-0.96,11,1
56.1,54.0,1013.08,8.75,176.84,62.89,46.9,19.68,0.44,4.85,-1.3,12,0
31.07,42.04,1006.11,33.1,206.82,22.32,19.47,5.02,6.26,1.4,0.24,11,0
23.17,41.2,997.05,9.45,103.34,38.79,11.41,4.83,1.16,-1.33,1.36,11,0
30.35,62.9,1004.7,28.43,238.66,85.67,22.92,14.45,7.48,1.1,3.22,7,1
33.88,55.93,1004.39,5.94,180.86,73.89,25.06,4.0,0.09,-5.78,-3.91,6,1
21.79,55.21,1012.28,6.22,120.51,15.46,12.84,8.29,0.16,2.49,-4.88,11,0
42.95,27.29,992.49,33.89,297.54,60.77,28.41,6.2,8.55,-3.18,3.26,10,0
27.3,77.49,1017.74,8.32,261.98,62.86,22.8,3.79,0.82,3.37,0.11,6,1
29.98,37.1,1033.49,23.39,141.7,9.06,17.4,11.8,3.36,5.94,0.22,9,0
31.66,35.76,1017.21,4.05,305.14,46.58,18.81,7.78,10.54,-4.35,1.0,2,0
29.22,53.02,1025.13,44.58,331.29,26.07,19.82,9.51,10.84,-0.15,-0.37,1,0
33.39,38.22,1029.42,12.82,193.27,46.71,21.03,4.32,1.78,-3.19,3.95,2,0
18.83,66.71,1031.55,21.36,77.38,77.71,12.17,15.47,6.17,-5.18,0.98,3,1
19.42,49.72,1041.05,1.41,329.69,15.83,9.36,6.64,6.15,-0.32,-0.9,9,0
14.0,55.91,1005.51,10.18,68.21,12.33,5.18,7.18,4.98,1.91,-0.72,12,0
29.4,62.97,1002.22,34.7,17.43,26.93,21.99,5.42,10.17,2.26,-0.29,10,1
32.79,36.28,1024.75,31.44,117.9,95.23,20.05,8.97,8.29,0.46,-1.55,9,1
29.58,32.46,1023.62,0.72,261.71,74.78,16.07,9.54,8.41,-4.99,3.38,12,0
41.74,90.43,1024.64,5.43,332.38,1.95,39.83,10.83,2.97,0.37,0.25,5,0
24.94,54.7,1041.34,8.79,229.42,40.1,15.88,19.37,4.78,-4.48,-2.34,7,1
31.69,52.97,1013.17,2.84,342.66,25.74,22.28,18.14,5.36,-4.28,0.81,3,0
14.08,22.85,1019.39,19.64,33.25,63.81,-1.35,12.38,3.29,-2.99,2.88,10,0
21.13,59.84,998.29,3.06,21.87,45.93,13.1,1.26,1.04,3.15,2.12,2,0
31.96,64.33,1045.03,6.38,217.51,96.45,24.82,12.44,1.39,1.64,-1.52,6,1
33.49,64.71,1007.95,16.33,347.8,21.9,26.43,2.25,1.99,0.97,-2.22,6,1
22.06,76.56,1008.38,9.87,180.98,58.79,17.37,14.35,2.24,-2.59,2.85,5,1
24.28,34.2,1007.8,20.12,18.55,70.02,11.12,8.11,2.66,-1.16,-3.25,1,1
9.82,40.18,1003.33,48.74,79.64,82.56,-2.14,16.84,2.81,-4.11,0.74,10,0
21.43,84.86,1002.06,1.86,88.13,40.7,18.4,18.88,5.01,4.09,-1.14,2,1
33.9,95.77,1005.14,18.55,121.63,68.69,33.06,8.63,5.61,6.59,2.63,7,1
30.75,30.87,992.51,3.93,15.7,30.32,16.93,9.48,3.4,1.67,-2.11,10,0
30.01,59.81,1001.22,8.03,325.76,43.55,21.97,12.01,9.98,2.2,-1.59,2,0
25.5,37.13,1042.23,0.5,185.6,89.56,12.92,4.34,6.08,-0.48,1.23,5,1
25.07,24.81,1024.03,2.19,241.54,94.99,10.03,18.58,8.66,-4.86,1.59,11,0
18.4,46.04,1026.89,5.78,24.18,71.88,7.6,8.94,10.17,-2.53,2.72,10,0
31.99,31.5,1030.66,6.28,19.48,37.44,18.29,3.75,1.79,-1.4,0.95,4,0
29.21,76.79,1040.51,34.48,211.13,82.01,24.57,15.37,4.71,-1.16,0.7,10,1
29.92,62.7,986.43,20.31,319.43,2.59,22.46,4.77,4.77,-1.85,2.1,1,0
19.74,31.51,994.55,53.73,190.25,10.27,6.04,3.3,3.9,0.14,-2.74,5,0
3.47,20.74,1000.94,13.71,316.01,66.14,-12.39,11.48,0.1,-2.55,-1.76,1,0
35.97,84.65,1005.95,4.15,291.96,29.12,32.9,13.59,8.98,6.5,-2.57,3,1
20.21,34.1,1008.49,5.95,27.31,95.14,7.03,11.61,1.23,-4.1,-5.37,12,0
16.37,68.5,1006.3,5.78,72.7,43.61,10.07,13.3,10.95,2.66,1.68,9,0
31.93,46.95,1016.29,5.93,236.78,42.94,21.33,2.75,8.5,-0.79,2.86,7,0
21.08,66.84,1013.53,16.77,159.66,67.81,14.45,9.78,6.38,1.39,1.11,2,1
35.6,45.25,1002.16,11.35,104.65,76.76,24.65,7.46,1.7,1.52,0.76,5,0
31.17,26.96,980.37,7.3,150.71,47.56,16.56,19.48,5.67,0.47,0.17,4,0
31.84,37.84,998.11,2.42,160.27,21.4,19.4,1.47,2.87,-3.4,0.11,7,0
11.34,35.04,1004.76,0.34,327.8,77.33,-1.65,6.32,2.78,-1.0,3.39,4,0
37.12,54.24,1009.29,3.7,37.24,32.04,27.97,18.87,9.12,0.51,3.1,9,0
27.61,72.66,996.05,1.71,100.7,17.51,22.15,19.68,4.19,0.32,-1.17,3,1
21.31,41.1,1005.64,23.09,193.52,63.16,9.53,16.59,4.96,-3.07,2.22,6,1
26.43,20.97,996.04,1.79,251.38,9.05,10.63,1.98,9.27,3.87,2.46,5,0
7.24,61.51,1011.11,19.32,227.03,97.14,-0.46,11.45,0.97,-7.48,1.3,10,1
29.09,68.46,996.9,7.31,338.99,63.24,22.78,8.3,6.54,-0.75,0.78,8,1
14.71,97.03,1000.27,1.14,286.42,98.59,14.11,16.23,6.36,-2.76,0.71,11,1
11.47,67.16,993.37,25.13,200.55,33.89,4.9,1.57,4.68,0.55,-2.96,1,1
9.78,57.69,1010.7,13.0,77.29,97.12,1.32,4.34,9.13,3.05,-3.14,10,0
36.13,65.87,1000.0,4.03,162.31,14.56,29.3,10.04,10.37,-4.22,1.57,2,0
18.71,94.23,1026.6,33.76,249.62,4.07,17.55,3.57,5.12,7.06,-2.2,7,1
40.34,86.27,1019.09,0.69,301.67,3.3,37.59,14.01,5.02,0.61,-2.78,1,0
19.64,45.84,1011.95,3.38,345.51,46.49,8.81,16.5,5.52,1.15,-4.15,5,0
7.93,38.98,1001.04,20.92,217.96,8.3,-4.28,14.24,7.95,-4.32,-0.95,8,0
13.83,41.01,1018.71,18.54,189.69,51.22,2.04,9.09,7.35,-0.14,0.75,10,0
37.36,60.35,1023.36,5.12,6.37,32.75,29.43,17.63,2.45,2.92,0.91,5,0
23.44,79.52,1015.14,0.96,25.96,33.56,19.35,3.18,0.7,0.63,1.7,5,1
19.52,60.26,1037.06,29.29,56.2,63.56,11.57,5.58,10.44,0.42,-0.78,9,0
26.6,25.42,1019.89,5.65,19.71,16.31,11.68,10.05,2.87,-0.16,0.21,11,0
30.02,77.89,1026.7,3.27,144.31,76.66,25.6,1.7,7.02,-4.13,1.69,11,0
36.17,84.48,1015.0,10.89,121.28,58.2,33.07,2.37,9.11,-4.15,0.93,5,0
39.48,43.16,1023.13,36.16,229.45,91.49,28.12,8.25,3.3,3.51,-1.17,1,1
21.4,73.13,1001.05,0.67,192.84,36.48,16.03,18.91,6.99,2.65,0.6,3,0
11.74,54.13,1006.12,21.77,214.55,98.27,2.56,18.21,1.19,3.09,-3.97,5,1
20.87,91.13,1018.24,12.75,169.91,57.58,19.09,9.59,10.67,-2.47,0.0,8,1
27.6,87.62,1018.13,8.31,99.99,97.34,25.13,3.27,0.64,-0.47,-1.24,10,1
15.36,62.03,1020.61,20.44,343.02,2.71,7.77,3.97,4.82,3.7,3.04,2,0
15.43,75.32,1029.51,50.64,31.11,72.8,10.49,7.86,5.91,-3.69,-1.95,4,1
28.44,90.67,991.63,3.91,338.0,81.66,26.57,4.6,8.7,3.39,0.23,12,1
24.51,59.66,998.38,2.33,112.05,5.32,16.44,2.12,1.33,-1.76,-0.86,4,0
25.33,45.06,1016.44,36.61,184.56,57.9,14.34,13.64,4.85,-2.57,-1.12,3,0
17.42,80.29,1002.13,16.58,39.18,80.19,13.47,11.84,3.3,-0.1,0.75,6,0
22.7,37.61,1063.67,8.64,25.54,56.1,10.22,6.18,3.43,-3.35,-0.84,10,0
15.76,51.08,1020.74,12.77,154.64,6.38,5.97,15.69,8.57,-5.69,3.7,2,0
33.9,89.26,1011.83,20.53,267.01,69.34,31.75,15.63,0.06,0.23,-3.95,3,1
35.35,77.95,1005.27,22.24,96.97,6.06,30.94,10.07,8.24,1.6,1.26,2,0
6.54,52.3,1005.8,37.87,202.45,81.75,-3.0,2.38,8.91,3.65,-0.17,10,0
15.7,37.18,1013.45,8.35,100.31,4.3,3.14,18.41,9.91,1.82,-0.1,8,0
10.03,48.48,1014.68,5.21,139.9,13.74,-0.27,13.54,6.9,5.9,0.6,2,0
18.5,42.73,1006.15,15.31,326.32,27.51,7.05,5.32,3.67,4.08,2.0,5,0
24.17,34.09,1008.9,8.06,308.1,63.34,10.98,12.4,4.7,2.21,0.53,4,0
10.5,79.47,1033.16,13.54,185.77,97.64,6.4,8.4,10.67,1.41,2.0,1,1
15.78,40.17,1033.77,8.17,85.72,11.78,3.81,12.89,9.69,3.69,0.09,7,0
14.96,56.33,1016.78,2.49,69.55,14.27,6.23,9.74,5.1,-6.64,-2.07,6,0
27.07,50.87,992.88,9.51,343.47,36.89,17.25,9.97,10.37,-1.44,-0.18,10,0
25.69,98.57,1021.08,17.61,72.98,83.62,25.41,14.85,9.05,-5.58,2.31,12,1
17.78,51.29,1036.31,24.09,290.94,46.72,8.04,12.47,9.91,1.99,-0.82,1,1
26.77,26.4,1033.55,10.2,132.83,32.16,12.05,2.06,7.51,-2.23,-2.17,9,0
19.53,27.19,1024.02,2.71,354.84,56.12,4.97,1.77,9.43,9.06,1.24,12,0
22.28,67.26,1034.34,8.03,132.54,26.05,15.74,6.45,9.81,-1.55,0.67,4,1
41.73,67.95,1013.8,23.15,126.55,40.12,35.32,8.89,1.01,0.32,-1.54,1,1
38.4,53.5,1022.42,7.99,229.49,33.26,29.1,5.87,10.62,-1.21,-0.47,8,0
12.0,54.55,1002.79,17.89,346.15,80.41,2.91,13.2,3.67,-1.47,-0.36,1,0
33.3,24.31,1017.38,10.62,351.44,92.43,18.16,4.3,4.84,-3.74,0.01,2,0
33.11,61.32,1032.94,4.14,254.59,75.96,25.38,14.23,8.71,-3.84,1.29,5,0
13.52,60.38,1004.16,23.86,271.66,43.91,5.59,15.58,7.31,-6.54,-0.81,1,1
33.19,31.96,1000.08,1.32,202.82,50.43,19.58,2.92,9.82,1.64,1.4,1,0
40.38,28.31,1014.46,11.16,272.08,12.51,26.04,13.19,4.41,-1.27,-1.07,6,0
13.77,29.89,1009.6,3.51,309.52,74.69,-0.25,19.25,4.11,5.8,3.33,11,0
15.82,28.08,1022.74,1.04,174.99,59.65,1.44,4.26,0.35,-3.73,3.38,1,0
35.18,68.78,1006.2,10.49,223.15,90.24,28.93,18.23,5.09,4.43,-1.71,5,1
27.71,35.72,1038.78,10.38,193.43,20.06,14.86,12.32,7.96,4.72,-2.45,10,0
30.51,40.11,993.65,18.41,202.49,75.97,18.54,12.02,3.31,3.83,1.96,11,0
28.41,33.89,1031.81,20.48,320.42,68.47,15.18,1.51,5.09,0.7,0.52,5,1
28.91,96.63,1001.53,19.52,128.02,26.58,28.23,15.09,2.41,-1.01,1.1,2,0
11.74,88.37,986.06,7.9,74.95,66.74,9.41,9.83,8.5,3.83,-1.31,11,1
35.47,38.44,1016.57,14.98,164.26,92.44,23.16,14.56,0.67,-2.37,-0.26,3,1
36.7,46.21,1009.18,12.9,74.91,91.84,25.94,16.28,7.76,0.81,-0.69,3,0
22.71,36.79,996.36,8.21,179.42,71.96,10.06,10.71,4.17,-0.13,0.61,3,0
24.57,59.35,987.78,13.64,325.26,4.81,16.44,5.64,0.46,-2.67,-2.49,3,0
9.69,21.57,1012.87,44.13,222.28,87.23,-6.0,3.26,9.39,0.83,-0.2,11,0
30.14,73.71,1027.64,3.21,307.96,65.78,24.88,3.63,5.36,2.23,-2.51,4,0
30.72,61.85,1021.77,35.43,59.83,31.04,23.09,17.41,6.59,-2.79,-1.03,10,0
24.38,91.89,1013.85,0.82,324.31,18.73,22.76,2.91,8.05,1.38,-0.19,1,1
36.24,33.15,1020.18,5.53,216.64,11.62,22.87,8.0,7.21,-6.69,1.01,4,0
21.66,84.33,1012.59,5.1,11.43,5.02,18.52,7.02,8.04,-3.15,1.18,4,0
30.65,83.36,991.55,14.77,227.92,75.41,27.32,17.38,8.39,-1.37,1.52,8,1
14.8,30.17,991.69,2.11,342.5,23.58,0.84,9.82,6.48,1.07,-2.97,11,0
24.76,51.88,1009.95,32.1,28.5,2.43,15.14,19.93,4.02,2.61,2.53,4,0
23.26,33.61,1010.59,26.45,209.68,39.73,9.98,14.87,2.67,0.25,-1.29,5,0
27.25,40.38,1025.76,15.84,329.57,48.26,15.33,17.09,9.93,1.7,-1.14,4,0
21.3,41.06,1024.36,9.2,3.49,16.92,9.52,2.42,10.67,-0.48,0.54,5,0
23.69,64.5,1022.08,40.54,227.13,4.4,16.59,5.44,3.93,1.21,-0.67,3,0
33.26,52.91,1008.8,26.65,170.96,18.91,23.84,3.14,1.24,1.06,0.72,3,0
20.63,95.82,992.29,10.38,124.92,67.91,19.8,9.54,2.45,-1.53,1.09,8,1
8.93,30.11,1019.18,18.15,225.91,8.22,-5.04,14.51,7.38,-1.07,-1.53,12,0
42.5,97.9,1020.88,12.55,18.97,55.5,42.07,3.8,1.9,1.8,-0.37,1,0
38.81,38.45,977.17,13.3,271.1,14.64,26.5,3.04,8.58,5.44,-0.31,3,0
12.08,81.83,1000.48,6.03,1.61,19.57,8.44,12.48,10.15,3.62,1.92,2,0
31.9,47.12,1002.63,9.3,110.5,39.31,21.32,4.99,10.6,-3.39,-0.93,10,0
19.97,31.45,1014.78,1.22,181.43,10.08,6.26,9.85,0.1,-3.38,-1.02,11,0
27.63,88.63,1000.95,6.63,135.73,17.32,25.36,1.5,10.54,-1.61,-2.04,6,1
27.94,44.71,1012.43,17.85,110.69,34.9,16.88,13.77,8.14,0.3,-1.82,8,1
22.66,72.71,1009.84,45.93,299.1,32.97,17.2,11.06,0.92,0.14,-2.7,6,1
17.16,65.32,1010.61,49.48,336.54,74.93,10.23,13.12,4.57,3.72,-1.41,4,1
18.09,57.74,1002.25,12.17,314.54,7.48,9.64,5.87,7.7,3.89,3.19,3,0
15.84,59.67,1003.42,13.99,188.08,86.05,7.77,5.93,10.52,0.02,1.38,4,0
16.68,78.58,996.8,3.08,318.3,81.62,12.4,16.13,1.81,-0.68,2.55,8,1
24.33,27.02,1018.7,17.83,331.51,76.6,9.73,14.51,1.41,1.55,-1.9,9,0
17.84,73.45,1021.57,1.1,147.33,30.94,12.53,11.8,5.2,3.19,-3.9,8,0
31.82,91.66,1001.44,5.03,102.04,82.29,30.15,12.75,10.65,1.66,0.63,9,1
39.87,24.62,1035.81,16.56,35.38,18.28,24.8,2.33,10.69,-1.29,3.71,8,0
19.2,31.25,1008.28,5.57,172.47,12.44,5.45,17.2,2.51,-1.84,-0.97,5,0
27.39,77.33,1035.95,0.77,340.67,4.5,22.86,15.51,3.51,-3.33,0.2,5,0
30.0,54.98,1003.37,26.75,201.93,93.93,20.99,12.01,9.99,0.58,-3.14,1,1
29.72,52.28,982.6,5.57,240.32,30.8,20.18,18.41,8.08,1.87,0.06,8,0
25.76,30.96,1019.03,0.98,40.64,91.76,11.95,3.79,10.7,2.2,-0.25,11,0
32.43,60.54,1016.73,1.17,51.67,27.26,24.54,13.89,9.82,3.46,-4.19,2,0
29.82,30.12,1013.52,4.35,167.21,90.76,15.85,19.28,2.37,4.44,-2.07,6,0
12.62,58.13,1003.37,2.94,342.46,90.39,4.25,6.55,8.36,-4.12,-2.23,6,1
33.69,81.09,1012.48,22.33,129.88,92.37,29.91,0.8,0.53,1.21,-3.16,12,1
33.87,40.66,1005.33,5.82,315.89,49.62,22.01,14.83,9.0,1.32,-1.45,10,0
17.37,58.46,1008.46,24.5,43.3,86.59,9.06,0.64,6.62,-0.22,1.02,4,1
25.38,99.36,1025.62,2.86,222.13,95.08,25.25,17.51,10.52,-2.49,-1.27,9,1
31.83,74.93,1015.76,10.19,216.22,32.46,26.82,1.6,10.56,4.33,2.3,3,1
22.91,87.31,1022.15,17.47,309.55,41.89,20.37,13.23,0.56,-1.77,-0.73,8,1
35.73,53.19,1009.52,15.83,1.19,71.92,26.37,7.86,1.77,-6.58,0.65,2,0
48.64,81.43,1007.87,13.79,68.38,30.04,44.92,4.47,5.33,0.06,0.99,5,0
17.14,23.24,995.7,38.82,79.09,75.38,1.79,18.02,9.67,-0.71,3.07,6,0
11.19,29.83,1007.45,3.89,341.99,7.39,-2.84,15.05,8.96,5.57,-1.43,2,0
28.04,36.25,963.18,10.21,55.33,52.35,15.29,7.14,10.61,1.47,0.88,7,0
32.22,52.16,1004.15,32.31,13.31,12.23,22.65,6.04,6.8,-0.92,-1.89,11,1
22.69,87.66,1011.77,1.22,192.41,29.33,20.22,14.85,2.82,-0.59,3.44,11,1
39.53,47.7,1021.46,0.86,190.28,25.86,29.07,16.81,0.28,-0.63,-2.08,5,0
11.61,72.37,1008.97,3.98,303.86,83.89,6.09,14.46,2.45,6.65,0.77,10,1
31.93,76.75,1018.22,15.04,341.59,19.35,27.28,12.98,7.43,2.03,3.12,4,1
18.94,66.89,980.3,4.51,193.88,80.84,12.32,4.94,10.19,-4.22,-2.39,4,1
42.19,48.58,1012.15,3.17,334.8,79.4,31.91,17.13,3.53,-0.73,1.19,2,0
44.93,66.16,987.81,9.21,261.06,49.89,38.16,15.12,9.63,-0.07,-1.99,12,0
17.33,47.38,994.88,14.26,95.24,23.38,6.81,10.59,4.34,-3.32,4.66,9,0
19.5,26.71,1010.19,4.29,334.23,22.69,4.85,10.48,3.39,-5.35,-3.78,1,0
33.6,99.42,1032.14,5.36,240.28,46.49,33.48,11.6,5.6,1.79,-3.03,1,1
21.13,30.17,1018.57,14.26,149.07,0.88,7.16,16.65,4.87,-2.41,-2.24,4,0
24.55,25.79,1013.27,43.71,244.89,53.14,9.7,14.97,10.05,3.75,-2.18,3,0
25.25,90.28,1012.71,16.85,144.47,95.28,23.31,17.2,5.15,0.02,1.04,9,1
5.8,44.15,1002.3,22.91,41.11,15.47,-5.37,10.39,3.05,-1.42,3.6,7,0
24.86,72.02,1004.84,6.85,258.83,57.33,19.27,12.68,9.27,-7.25,2.31,11,1
18.1,46.32,1019.41,4.77,296.67,96.18,7.37,17.16,10.99,3.67,0.47,2,0
20.07,51.32,992.22,9.08,262.37,86.05,10.33,5.03,7.13,0.88,0.02,4,1
39.44,40.97,1021.9,24.69,82.48,85.04,27.63,9.16,2.76,-1.34,-1.21,5,0
12.43,47.44,1007.17,9.14,344.39,82.18,1.92,12.6,2.63,-2.67,0.78,10,0
33.13,52.86,1025.38,28.13,9.09,30.9,23.7,18.35,0.63,4.8,-0.42,12,0
22.21,77.63,1027.42,67.34,119.77,89.06,17.74,0.81,0.85,-3.19,0.38,4,1
22.2,60.92,987.9,1.12,93.63,94.13,14.39,4.65,10.06,-1.11,-1.48,4,1
32.9,95.49,1004.28,0.7,17.33,49.58,32.0,5.07,1.06,1.71,-2.4,4,1
28.4,23.35,1000.17,2.43,146.06,35.46,13.07,6.87,5.33,4.35,0.05,8,0
30.71,60.25,985.81,7.28,224.32,41.42,22.76,5.99,7.68,-0.65,0.01,7,0
34.68,66.74,997.51,2.11,317.72,33.42,28.03,12.01,9.35,-2.2,-1.19,4,0
21.69,93.62,1049.62,30.68,356.29,21.24,20.41,17.77,1.88,-0.32,-1.53,11,1
18.88,23.93,1022.14,0.35,290.91,61.84,3.66,12.92,4.82,2.71,1.12,1,0
14.15,65.88,1041.76,5.69,168.72,56.26,7.32,5.21,2.77,3.39,0.91,6,0
16.75,88.29,1025.44,3.06,260.53,46.26,14.4,17.34,2.81,-4.13,3.75,5,0
54.49,39.35,1001.87,40.22,303.7,9.58,42.36,12.82,3.34,0.34,2.76,11,0
